OBJECTID,CollarID,Date_MMDDY,Speed_mph,Heading,y,x
152929,856,4/2/2009,0,265,40.363516,-105.56
71616,881,4/3/2009,0,40,40.363525,-105.56
71629,881,4/3/2009,0,5,40.3633,-105.56
152967,856,4/3/2009,0,25,40.363541,-105.56
152968,856,4/3/2009,0,205,40.363533,-105.56
71664,881,4/4/2009,0,260,40.363333,-105.56
152999,856,4/4/2009,0,165,40.3636,-105.56
153000,856,4/4/2009,0,80,40.363475,-105.56
153008,856,4/4/2009,0,340,40.363383,-105.56
71667,881,4/5/2009,0,215,40.363466,-105.56
153030,856,4/5/2009,0,245,40.363566,-105.56
153054,856,4/5/2009,0,75,40.363491,-105.56
153056,856,4/5/2009,0,160,40.363416,-105.56
153077,856,4/6/2009,0,290,40.363533,-105.56
153108,856,4/6/2009,0,315,40.363516,-105.56
71733,881,4/7/2009,0,350,40.363441,-105.56
71738,881,4/7/2009,0,190,40.363458,-105.56
153126,856,4/7/2009,0,245,40.363591,-105.56
153166,856,4/7/2009,0,330,40.363466,-105.56
71769,881,4/8/2009,0,165,40.363533,-105.56
153171,856,4/8/2009,0,240,40.363466,-105.56
68010,881,11/3/2008,0,355,40.36355,-105.559991
146770,856,11/3/2008,0,275,40.363558,-105.559991
68040,881,11/7/2008,0,310,40.363708,-105.559991
146788,856,11/7/2008,0,185,40.363791,-105.559991
68109,881,11/8/2008,0,50,40.363583,-105.559991
146829,856,11/8/2008,0,185,40.363458,-105.559991
146834,856,11/8/2008,0,10,40.363558,-105.559991
68157,881,11/9/2008,0,50,40.363583,-105.559991
68160,881,11/9/2008,0,190,40.363441,-105.559991
146873,856,11/9/2008,0,230,40.363608,-105.559991
146896,856,11/9/2008,0,185,40.363875,-105.559991
68186,881,11/10/2008,0,150,40.363716,-105.559991
68196,881,11/10/2008,0,180,40.36345,-105.559991
146919,856,11/10/2008,0,345,40.363541,-105.559991
146943,856,11/10/2008,0,265,40.363341,-105.559991
68223,881,11/11/2008,0,65,40.363341,-105.559991
146970,856,11/11/2008,0,310,40.363483,-105.559991
146971,856,11/11/2008,0,270,40.363366,-105.559991
146977,856,11/11/2008,0,170,40.363916,-105.559991
147003,856,11/11/2008,0,20,40.363608,-105.559991
147004,856,11/11/2008,0,185,40.363616,-105.559991
147021,856,11/12/2008,0,210,40.36355,-105.559991
147027,856,11/12/2008,0,0,40.36355,-105.559991
147034,856,11/12/2008,0,270,40.363575,-105.559991
68349,881,11/13/2008,0,125,40.363533,-105.559991
147093,856,11/13/2008,0,345,40.363558,-105.559991
68360,881,11/14/2008,0,260,40.363575,-105.559991
147117,856,11/14/2008,0,25,40.363408,-105.559991
147124,856,11/14/2008,0,290,40.363566,-105.559991
147143,856,11/14/2008,0,80,40.363508,-105.559991
68428,881,11/15/2008,0,40,40.363516,-105.559991
68444,881,11/15/2008,0,5,40.363616,-105.559991
147178,856,11/15/2008,0,275,40.363483,-105.559991
147188,856,11/15/2008,0,105,40.363566,-105.559991
68461,881,11/16/2008,0,0,40.363483,-105.559991
68465,881,11/16/2008,0,45,40.36355,-105.559991
147218,856,11/16/2008,0,180,40.363675,-105.559991
68519,881,11/17/2008,0,355,40.363558,-105.559991
147265,856,11/17/2008,0,170,40.363533,-105.559991
147274,856,11/17/2008,0,255,40.3635,-105.559991
147289,856,11/17/2008,0,190,40.363341,-105.559991
147291,856,11/17/2008,0,125,40.3635,-105.559991
68567,881,11/18/2008,0,5,40.363416,-105.559991
68580,881,11/18/2008,0,295,40.36355,-105.559991
68605,881,11/19/2008,0,275,40.363533,-105.559991
68653,881,11/20/2008,0,205,40.363633,-105.559991
68656,881,11/20/2008,0,335,40.363658,-105.559991
68659,881,11/20/2008,0,245,40.363616,-105.559991
68661,881,11/20/2008,0,330,40.363525,-105.559991
68669,881,11/20/2008,0,305,40.363566,-105.559991
147422,856,11/20/2008,0,260,40.363558,-105.559991
147425,856,11/20/2008,0,330,40.363525,-105.559991
68694,881,11/21/2008,0,140,40.363541,-105.559991
68700,881,11/21/2008,0,65,40.363525,-105.559991
68740,881,11/21/2008,0,105,40.363525,-105.559991
147443,856,11/21/2008,0,310,40.363516,-105.559991
147454,856,11/21/2008,0,250,40.363533,-105.559991
147475,856,11/21/2008,0,100,40.363816,-105.559991
68752,881,11/22/2008,0,250,40.363533,-105.559991
68761,881,11/22/2008,0,85,40.363533,-105.559991
147512,856,11/22/2008,0,45,40.363491,-105.559991
147536,856,11/23/2008,0,345,40.363525,-105.559991
147547,856,11/23/2008,0,250,40.363516,-105.559991
147548,856,11/23/2008,0,45,40.363566,-105.559991
147551,856,11/23/2008,0,95,40.363325,-105.559991
147554,856,11/23/2008,0,260,40.363508,-105.559991
147577,856,11/23/2008,0,310,40.363466,-105.559991
68846,881,11/24/2008,0,50,40.363375,-105.559991
68867,881,11/24/2008,0,300,40.3636,-105.559991
147586,856,11/24/2008,0,60,40.36345,-105.559991
147587,856,11/24/2008,0,175,40.363225,-105.559991
147616,856,11/24/2008,0,20,40.363466,-105.559991
147626,856,11/24/2008,0,10,40.363508,-105.559991
68893,881,11/25/2008,0,115,40.363558,-105.559991
147677,856,11/25/2008,0,325,40.363483,-105.559991
68945,881,11/26/2008,0,35,40.363525,-105.559991
68963,881,11/26/2008,0,250,40.363541,-105.559991
68994,881,11/27/2008,0,10,40.363516,-105.559991
69002,881,11/27/2008,0,350,40.363483,-105.559991
69003,881,11/27/2008,0,310,40.363558,-105.559991
69054,881,11/28/2008,0,235,40.363566,-105.559991
69062,881,11/28/2008,0,50,40.363583,-105.559991
69067,881,11/28/2008,0,75,40.363541,-105.559991
147788,856,11/28/2008,0,345,40.363366,-105.559991
147840,856,11/29/2008,0,35,40.363533,-105.559991
147860,856,11/29/2008,0,30,40.36345,-105.559991
69132,881,11/30/2008,0,175,40.363341,-105.559991
69139,881,11/30/2008,0,175,40.363641,-105.559991
69177,881,12/1/2008,0,5,40.363708,-105.559991
69181,881,12/1/2008,0,155,40.363541,-105.559991
69184,881,12/1/2008,0,300,40.363566,-105.559991
69199,881,12/1/2008,0,240,40.36365,-105.559991
147959,856,12/1/2008,0,20,40.36345,-105.559991
147962,856,12/1/2008,0,295,40.363491,-105.559991
69240,881,12/2/2008,0,270,40.36355,-105.559991
69262,881,12/2/2008,0,15,40.363566,-105.559991
147992,856,12/2/2008,0,20,40.363475,-105.559991
69268,881,12/3/2008,0,305,40.363466,-105.559991
69272,881,12/3/2008,0,15,40.363525,-105.559991
148016,856,12/3/2008,0,355,40.363633,-105.559991
148020,856,12/3/2008,0,340,40.3635,-105.559991
69326,881,12/4/2008,0,185,40.36355,-105.559991
148091,856,12/4/2008,0,25,40.363541,-105.559991
148095,856,12/4/2008,0,10,40.363483,-105.559991
69378,881,12/5/2008,0,0,40.363466,-105.559991
148136,856,12/5/2008,0,20,40.363508,-105.559991
148141,856,12/5/2008,0,45,40.363583,-105.559991
148149,856,12/5/2008,0,160,40.363458,-105.559991
69453,881,12/6/2008,0,160,40.363483,-105.559991
69462,881,12/7/2008,0,340,40.3635,-105.559991
69470,881,12/7/2008,0,20,40.363533,-105.559991
148204,856,12/7/2008,0,80,40.363491,-105.559991
148213,856,12/7/2008,0,320,40.363566,-105.559991
148322,856,12/9/2008,0,290,40.363508,-105.559991
69601,881,12/10/2008,0,185,40.36355,-105.559991
69607,881,12/10/2008,0,315,40.363475,-105.559991
69615,881,12/11/2008,0,355,40.363433,-105.559991
148357,856,12/11/2008,0,340,40.3635,-105.559991
69637,881,12/13/2008,0,0,40.363558,-105.559991
148403,856,12/13/2008,0,205,40.363491,-105.559991
69674,881,12/15/2008,0,30,40.363541,-105.559991
148474,856,12/15/2008,0,305,40.363466,-105.559991
148494,856,12/15/2008,0,180,40.363566,-105.559991
69711,881,12/16/2008,0,15,40.363633,-105.559991
69728,881,12/16/2008,0,190,40.363516,-105.559991
148500,856,12/16/2008,0,175,40.363591,-105.559991
148501,856,12/16/2008,0,275,40.36355,-105.559991
148511,856,12/16/2008,0,240,40.363591,-105.559991
148523,856,12/16/2008,0,130,40.363491,-105.559991
148546,856,12/17/2008,0,5,40.363516,-105.559991
69775,881,12/18/2008,0,70,40.363458,-105.559991
69781,881,12/18/2008,0,190,40.363541,-105.559991
69801,881,12/19/2008,0,290,40.363516,-105.559991
148606,856,12/19/2008,0,345,40.363491,-105.559991
69818,881,12/20/2008,0,130,40.36345,-105.559991
69838,881,12/20/2008,0,115,40.36345,-105.559991
69876,881,12/22/2008,0,75,40.363491,-105.559991
69882,881,12/22/2008,0,340,40.363858,-105.559991
69913,881,12/22/2008,0,340,40.363483,-105.559991
148743,856,12/22/2008,0,325,40.363533,-105.559991
69936,881,12/23/2008,0,350,40.363441,-105.559991
69973,881,12/24/2008,0,350,40.363475,-105.559991
70010,881,12/25/2008,0,5,40.363425,-105.559991
148838,856,12/25/2008,0,20,40.3638,-105.559991
148842,856,12/25/2008,0,155,40.363441,-105.559991
148850,856,12/25/2008,0,60,40.363491,-105.559991
148866,856,12/25/2008,0,280,40.363475,-105.559991
148895,856,12/26/2008,0,220,40.363641,-105.559991
70076,881,12/27/2008,0,155,40.363316,-105.559991
148944,856,12/27/2008,0,115,40.363475,-105.559991
70136,881,12/28/2008,0,55,40.363591,-105.559991
148966,856,12/28/2008,0,10,40.363566,-105.559991
148969,856,12/28/2008,0,135,40.363533,-105.559991
149009,856,12/29/2008,0,30,40.363583,-105.559991
149025,856,12/29/2008,0,60,40.363575,-105.559991
70222,881,12/30/2008,0,340,40.363575,-105.559991
149053,856,12/30/2008,0,265,40.363508,-105.559991
149055,856,12/30/2008,0,75,40.363533,-105.559991
70242,881,12/31/2008,0,340,40.363433,-105.559991
70254,881,12/31/2008,0,105,40.363458,-105.559991
70267,881,12/31/2008,0,265,40.363533,-105.559991
149089,856,12/31/2008,0,55,40.363608,-105.559991
149113,856,12/31/2008,0,5,40.363558,-105.559991
149131,856,1/1/2009,0,35,40.3636,-105.559991
70325,881,1/2/2009,0,155,40.363583,-105.559991
70328,881,1/2/2009,0,225,40.36345,-105.559991
149189,856,1/2/2009,0,325,40.363575,-105.559991
149206,856,1/2/2009,0,155,40.363541,-105.559991
149215,856,1/2/2009,0,300,40.363525,-105.559991
70377,881,1/3/2009,0,40,40.363441,-105.559991
70392,881,1/3/2009,0,280,40.36345,-105.559991
70403,881,1/3/2009,0,165,40.363441,-105.559991
70431,881,1/4/2009,0,140,40.363433,-105.559991
149291,856,1/4/2009,0,170,40.363416,-105.559991
149335,856,1/5/2009,0,215,40.363425,-105.559991
70480,881,1/6/2009,0,100,40.363516,-105.559991
70485,881,1/6/2009,0,260,40.363525,-105.559991
149361,856,1/6/2009,0,5,40.363533,-105.559991
149406,856,1/7/2009,0,285,40.363533,-105.559991
149419,856,1/7/2009,0,345,40.363416,-105.559991
149430,856,1/8/2009,0,10,40.363558,-105.559991
149455,856,1/8/2009,0,325,40.363483,-105.559991
149481,856,1/9/2009,0,305,40.363541,-105.559991
70577,881,1/10/2009,0,190,40.363466,-105.559991
70613,881,1/12/2009,0,305,40.363458,-105.559991
70646,881,1/14/2009,0,255,40.363516,-105.559991
149582,856,1/14/2009,0,270,40.36345,-105.559991
149605,856,1/14/2009,0,5,40.363658,-105.559991
70673,881,1/16/2009,0,45,40.363508,-105.559991
70674,881,1/16/2009,0,50,40.363475,-105.559991
70679,881,1/17/2009,0,10,40.363516,-105.559991
149678,856,1/17/2009,0,180,40.3636,-105.559991
149684,856,1/17/2009,0,240,40.363433,-105.559991
149702,856,1/17/2009,0,45,40.363483,-105.559991
149706,856,1/18/2009,0,40,40.363825,-105.559991
149757,856,1/19/2009,0,275,40.363483,-105.559991
70712,881,1/20/2009,0,20,40.363583,-105.559991
149827,856,1/21/2009,0,70,40.363558,-105.559991
149842,856,1/21/2009,0,180,40.363491,-105.559991
149886,856,1/23/2009,0,335,40.363525,-105.559991
149887,856,1/23/2009,0,355,40.363741,-105.559991
149905,856,1/23/2009,0,305,40.363566,-105.559991
149909,856,1/23/2009,0,70,40.363516,-105.559991
149913,856,1/23/2009,0,335,40.363516,-105.559991
149915,856,1/23/2009,0,200,40.363416,-105.559991
149917,856,1/23/2009,0,175,40.363508,-105.559991
149927,856,1/24/2009,0,15,40.363466,-105.559991
149930,856,1/24/2009,0,270,40.363491,-105.559991
149937,856,1/24/2009,0,55,40.363575,-105.559991
149938,856,1/24/2009,0,0,40.363541,-105.559991
149961,856,1/25/2009,0,5,40.363525,-105.559991
149965,856,1/25/2009,0,270,40.363583,-105.559991
149973,856,1/25/2009,0,0,40.363466,-105.559991
149978,856,1/25/2009,0,210,40.363533,-105.559991
149980,856,1/25/2009,0,155,40.363525,-105.559991
149992,856,1/25/2009,0,120,40.363583,-105.559991
150015,856,1/26/2009,0,150,40.363583,-105.559991
150025,856,1/26/2009,0,355,40.363541,-105.559991
150027,856,1/26/2009,0,20,40.363483,-105.559991
70761,881,1/27/2009,0,10,40.363641,-105.559991
70762,881,1/27/2009,0,230,40.363558,-105.559991
70765,881,1/27/2009,0,200,40.363541,-105.559991
150038,856,1/27/2009,0,290,40.363541,-105.559991
150047,856,1/27/2009,0,345,40.3637,-105.559991
150065,856,1/27/2009,0,30,40.363508,-105.559991
70774,881,1/28/2009,0,5,40.363491,-105.559991
150085,856,1/28/2009,0,105,40.363483,-105.559991
150129,856,1/29/2009,0,50,40.363533,-105.559991
150142,856,1/29/2009,0,80,40.36355,-105.559991
70804,881,1/30/2009,0,30,40.363508,-105.559991
150148,856,1/30/2009,0,255,40.363633,-105.559991
150153,856,1/30/2009,0,245,40.363533,-105.559991
150160,856,1/30/2009,0,10,40.363541,-105.559991
150184,856,1/31/2009,0,255,40.363566,-105.559991
150219,856,1/31/2009,0,315,40.363416,-105.559991
150240,856,2/1/2009,0,85,40.363566,-105.559991
150246,856,2/1/2009,0,130,40.36355,-105.559991
150283,856,2/2/2009,0,350,40.363483,-105.559991
150295,856,2/2/2009,0,195,40.363458,-105.559991
150296,856,2/2/2009,0,195,40.363508,-105.559991
150350,856,2/4/2009,0,170,40.363391,-105.559991
150352,856,2/4/2009,0,0,40.363525,-105.559991
150353,856,2/4/2009,0,25,40.363533,-105.559991
150359,856,2/4/2009,0,140,40.363508,-105.559991
150371,856,2/5/2009,0,180,40.363483,-105.559991
150372,856,2/5/2009,0,350,40.363433,-105.559991
150376,856,2/5/2009,0,95,40.363433,-105.559991
150378,856,2/5/2009,0,300,40.3635,-105.559991
150443,856,2/6/2009,0,120,40.363658,-105.559991
70871,881,2/7/2009,0,120,40.363483,-105.559991
150446,856,2/7/2009,0,110,40.3635,-105.559991
150457,856,2/7/2009,0,220,40.363433,-105.559991
150462,856,2/7/2009,0,330,40.363616,-105.559991
150496,856,2/8/2009,0,55,40.363558,-105.559991
150517,856,2/8/2009,0,75,40.363491,-105.559991
70895,881,2/9/2009,0,160,40.363516,-105.559991
150554,856,2/9/2009,0,175,40.363425,-105.559991
150569,856,2/10/2009,0,110,40.363483,-105.559991
150587,856,2/10/2009,0,340,40.363633,-105.559991
150589,856,2/10/2009,0,25,40.363366,-105.559991
150593,856,2/11/2009,0,235,40.363491,-105.559991
150598,856,2/11/2009,0,330,40.363516,-105.559991
70939,881,2/12/2009,0,220,40.363841,-105.559991
70940,881,2/12/2009,0,195,40.363441,-105.559991
150649,856,2/12/2009,0,5,40.363508,-105.559991
150662,856,2/12/2009,0,300,40.363491,-105.559991
150681,856,2/13/2009,4.6,205,40.363508,-105.559991
150715,856,2/14/2009,0,315,40.363458,-105.559991
150727,856,2/14/2009,0,25,40.363525,-105.559991
150740,856,2/14/2009,0,65,40.36345,-105.559991
150750,856,2/15/2009,0,210,40.363591,-105.559991
150776,856,2/15/2009,0,300,40.363508,-105.559991
150778,856,2/15/2009,0,90,40.363508,-105.559991
150782,856,2/15/2009,0,15,40.363516,-105.559991
70988,881,2/16/2009,0,5,40.3637,-105.559991
150859,856,2/18/2009,0,0,40.363533,-105.559991
150873,856,2/18/2009,0,180,40.36355,-105.559991
150924,856,2/19/2009,0,30,40.363566,-105.559991
150932,856,2/19/2009,0,165,40.3634,-105.559991
150946,856,2/19/2009,0,215,40.3635,-105.559991
150963,856,2/20/2009,0,305,40.363516,-105.559991
151000,856,2/21/2009,0,30,40.363633,-105.559991
151015,856,2/21/2009,0,215,40.363416,-105.559991
151026,856,2/21/2009,0,315,40.363516,-105.559991
71042,881,2/22/2009,0,355,40.363558,-105.559991
151048,856,2/22/2009,0,80,40.363525,-105.559991
151082,856,2/22/2009,0,5,40.363475,-105.559991
71064,881,2/23/2009,0,30,40.363491,-105.559991
71068,881,2/23/2009,0,355,40.363391,-105.559991
151094,856,2/23/2009,0,15,40.363516,-105.559991
151127,856,2/23/2009,0,270,40.363416,-105.559991
71071,881,2/24/2009,0,190,40.363658,-105.559991
151163,856,2/24/2009,0,15,40.363616,-105.559991
151170,856,2/24/2009,0,45,40.363416,-105.559991
151173,856,2/24/2009,0,15,40.363491,-105.559991
151182,856,2/24/2009,0,195,40.363541,-105.559991
71090,881,2/25/2009,0,140,40.363466,-105.559991
151221,856,2/25/2009,0,115,40.363608,-105.559991
71120,881,2/26/2009,0,210,40.363541,-105.559991
151266,856,2/26/2009,0,270,40.36345,-105.559991
151273,856,2/26/2009,0,120,40.3635,-105.559991
71155,881,2/27/2009,0,110,40.36345,-105.559991
151294,856,2/27/2009,0,255,40.363516,-105.559991
151308,856,2/27/2009,0,20,40.36355,-105.559991
151346,856,2/28/2009,0,130,40.363475,-105.559991
71185,881,3/1/2009,0,215,40.363616,-105.559991
151379,856,3/1/2009,0,95,40.363466,-105.559991
151450,856,3/2/2009,0,320,40.363483,-105.559991
71221,881,3/3/2009,0,45,40.363533,-105.559991
71222,881,3/3/2009,0,10,40.363475,-105.559991
71224,881,3/3/2009,0,175,40.363516,-105.559991
71229,881,3/3/2009,0,345,40.363608,-105.559991
151507,856,3/3/2009,0,30,40.363566,-105.559991
151514,856,3/4/2009,0,205,40.363516,-105.559991
151608,856,3/5/2009,0,175,40.36355,-105.559991
151637,856,3/6/2009,0,95,40.36345,-105.559991
71269,881,3/7/2009,0,270,40.363433,-105.559991
71271,881,3/7/2009,0,325,40.363458,-105.559991
151668,856,3/7/2009,0,170,40.363616,-105.559991
151707,856,3/8/2009,0,155,40.3637,-105.559991
71287,881,3/9/2009,0,35,40.363516,-105.559991
151762,856,3/9/2009,0,175,40.3634,-105.559991
71305,881,3/10/2009,0,350,40.363491,-105.559991
71306,881,3/10/2009,0,20,40.363516,-105.559991
151822,856,3/10/2009,0,5,40.363458,-105.559991
151838,856,3/10/2009,0,345,40.363516,-105.559991
151880,856,3/11/2009,0,105,40.363433,-105.559991
151883,856,3/11/2009,0,205,40.363541,-105.559991
71328,881,3/12/2009,0,20,40.363475,-105.559991
151893,856,3/12/2009,0,65,40.363541,-105.559991
151897,856,3/12/2009,0,295,40.36345,-105.559991
151930,856,3/12/2009,0,145,40.363333,-105.559991
151939,856,3/13/2009,0,40,40.363516,-105.559991
151966,856,3/13/2009,0,300,40.363541,-105.559991
151967,856,3/13/2009,0,35,40.363525,-105.559991
152019,856,3/14/2009,0,350,40.36355,-105.559991
152030,856,3/14/2009,0,320,40.363633,-105.559991
71360,881,3/15/2009,0,10,40.363541,-105.559991
152098,856,3/16/2009,0,100,40.363575,-105.559991
152118,856,3/16/2009,0,75,40.363625,-105.559991
152159,856,3/17/2009,0,315,40.363608,-105.559991
71399,881,3/18/2009,0,10,40.363625,-105.559991
71400,881,3/18/2009,0,220,40.363491,-105.559991
71403,881,3/18/2009,0,70,40.36345,-105.559991
152177,856,3/18/2009,0,180,40.363566,-105.559991
152201,856,3/18/2009,0,330,40.36355,-105.559991
152238,856,3/19/2009,0,185,40.363541,-105.559991
152261,856,3/19/2009,0,315,40.363458,-105.559991
71453,881,3/22/2009,0,290,40.363516,-105.559991
71457,881,3/22/2009,0,220,40.363516,-105.559991
152410,856,3/22/2009,0,195,40.363591,-105.559991
152429,856,3/23/2009,0,175,40.363075,-105.559991
152440,856,3/23/2009,0,235,40.36345,-105.559991
152447,856,3/23/2009,0,215,40.363516,-105.559991
152501,856,3/24/2009,0,355,40.363416,-105.559991
152502,856,3/24/2009,0,140,40.363533,-105.559991
71478,881,3/27/2009,0,330,40.3635,-105.559991
152654,856,3/28/2009,0,250,40.363533,-105.559991
152681,856,3/28/2009,0,220,40.363583,-105.559991
71503,881,3/29/2009,0,330,40.363625,-105.559991
71515,881,3/29/2009,0,25,40.36355,-105.559991
152702,856,3/29/2009,0,205,40.3635,-105.559991
152705,856,3/29/2009,0,270,40.363558,-105.559991
152709,856,3/29/2009,0,150,40.363591,-105.559991
152731,856,3/29/2009,0,335,40.36355,-105.559991
152738,856,3/29/2009,0,130,40.363383,-105.559991
71542,881,3/30/2009,0,175,40.363733,-105.559991
71558,881,3/31/2009,0,200,40.363491,-105.559991
152833,856,3/31/2009,0,25,40.363483,-105.559991
152853,856,4/1/2009,0,20,40.3635,-105.559991
152883,856,4/2/2009,0,45,40.363658,-105.559991
152885,856,4/2/2009,0,270,40.36355,-105.559991
152922,856,4/2/2009,0,175,40.363525,-105.559991
71622,881,4/3/2009,0,135,40.36345,-105.559991
152956,856,4/3/2009,0,150,40.363516,-105.559991
152961,856,4/3/2009,0,200,40.363591,-105.559991
152973,856,4/3/2009,0,330,40.363541,-105.559991
71646,881,4/4/2009,0,280,40.3635,-105.559991
71652,881,4/4/2009,0,265,40.363483,-105.559991
71657,881,4/4/2009,0,205,40.363566,-105.559991
71658,881,4/4/2009,0,255,40.363533,-105.559991
152981,856,4/4/2009,0,15,40.363583,-105.559991
153025,856,4/4/2009,0,265,40.363575,-105.559991
71680,881,4/5/2009,0,80,40.363483,-105.559991
153038,856,4/5/2009,0,285,40.363516,-105.559991
71696,881,4/6/2009,0,15,40.363466,-105.559991
153079,856,4/6/2009,0,0,40.363583,-105.559991
153106,856,4/6/2009,0,230,40.363533,-105.559991
153116,856,4/6/2009,0,225,40.363533,-105.559991
71762,881,4/8/2009,0,275,40.3635,-105.559991
71779,881,4/8/2009,0,340,40.363491,-105.559991
71780,881,4/8/2009,0,335,40.363525,-105.559991
153188,856,4/8/2009,0,320,40.363575,-105.559991
153195,856,4/8/2009,0,155,40.363575,-105.559991
153212,856,4/8/2009,0,125,40.363508,-105.559991
67986,881,11/2/2008,0,50,40.363625,-105.559983
67990,881,11/2/2008,0,125,40.363433,-105.559983
68033,881,11/3/2008,0,350,40.363575,-105.559983
146339,843COW,11/3/2008,0,325,40.363508,-105.559983
68042,881,11/7/2008,0,115,40.363741,-105.559983
146799,856,11/7/2008,0,245,40.363816,-105.559983
68110,881,11/8/2008,0,225,40.363566,-105.559983
146835,856,11/8/2008,0,180,40.363633,-105.559983
146842,856,11/8/2008,0,320,40.363508,-105.559983
68147,881,11/9/2008,0,320,40.363616,-105.559983
68159,881,11/9/2008,0,90,40.3635,-105.559983
68165,881,11/9/2008,0,200,40.363575,-105.559983
146907,856,11/9/2008,0,165,40.363591,-105.559983
68172,881,11/10/2008,0,0,40.363483,-105.559983
68173,881,11/10/2008,0,0,40.363483,-105.559983
68206,881,11/10/2008,0,10,40.363741,-105.559983
146933,856,11/10/2008,0,160,40.363516,-105.559983
68252,881,11/11/2008,0,310,40.363583,-105.559983
146978,856,11/11/2008,0,25,40.36355,-105.559983
146984,856,11/11/2008,0,325,40.363566,-105.559983
68286,881,11/12/2008,0,270,40.36345,-105.559983
68294,881,11/12/2008,0,195,40.363358,-105.559983
68297,881,11/12/2008,0,170,40.363625,-105.559983
68301,881,11/12/2008,0,275,40.363516,-105.559983
147028,856,11/12/2008,0,5,40.363541,-105.559983
147047,856,11/12/2008,0,350,40.363366,-105.559983
147052,856,11/12/2008,0,190,40.363541,-105.559983
68311,881,11/13/2008,0,235,40.36355,-105.559983
68315,881,11/13/2008,0,250,40.363516,-105.559983
68330,881,11/13/2008,0,215,40.363558,-105.559983
147068,856,11/13/2008,0,140,40.363416,-105.559983
147075,856,11/13/2008,0,250,40.363491,-105.559983
147076,856,11/13/2008,0,0,40.3634,-105.559983
147086,856,11/13/2008,0,50,40.363541,-105.559983
68364,881,11/14/2008,0,310,40.363633,-105.559983
68381,881,11/14/2008,0,0,40.363441,-105.559983
68382,881,11/14/2008,0,305,40.363483,-105.559983
68396,881,11/14/2008,0,210,40.36365,-105.559983
68397,881,11/14/2008,0,230,40.363683,-105.559983
147109,856,11/14/2008,0,335,40.363458,-105.559983
147125,856,11/14/2008,0,0,40.3636,-105.559983
147131,856,11/14/2008,0,340,40.3635,-105.559983
68424,881,11/15/2008,0,195,40.363491,-105.559983
68434,881,11/15/2008,0,335,40.36365,-105.559983
68435,881,11/15/2008,0,260,40.36355,-105.559983
147156,856,11/15/2008,0,200,40.363475,-105.559983
147158,856,11/15/2008,0,185,40.363558,-105.559983
147174,856,11/15/2008,0,340,40.363475,-105.559983
147189,856,11/15/2008,0,30,40.363633,-105.559983
68459,881,11/16/2008,0,255,40.363583,-105.559983
68462,881,11/16/2008,0,195,40.363591,-105.559983
68471,881,11/16/2008,0,10,40.363566,-105.559983
147201,856,11/16/2008,0,340,40.363566,-105.559983
147240,856,11/16/2008,0,355,40.363608,-105.559983
68516,881,11/17/2008,0,275,40.363558,-105.559983
147259,856,11/17/2008,0,130,40.36355,-105.559983
147279,856,11/17/2008,0,215,40.363433,-105.559983
68571,881,11/18/2008,0,115,40.363541,-105.559983
68595,881,11/18/2008,0,130,40.36355,-105.559983
147307,856,11/18/2008,0,45,40.363533,-105.559983
147322,856,11/18/2008,0,310,40.363558,-105.559983
147330,856,11/18/2008,0,165,40.363483,-105.559983
147335,856,11/18/2008,0,175,40.363491,-105.559983
68599,881,11/19/2008,0,320,40.363416,-105.559983
68611,881,11/19/2008,0,25,40.363541,-105.559983
68621,881,11/19/2008,0,10,40.3636,-105.559983
147366,856,11/19/2008,0,330,40.363516,-105.559983
68652,881,11/20/2008,0,115,40.363641,-105.559983
68680,881,11/20/2008,0,165,40.363733,-105.559983
68685,881,11/20/2008,0,300,40.36355,-105.559983
147417,856,11/20/2008,0,325,40.363508,-105.559983
147433,856,11/20/2008,0,110,40.363508,-105.559983
68720,881,11/21/2008,0,20,40.363341,-105.559983
68730,881,11/21/2008,0,110,40.363558,-105.559983
147441,856,11/21/2008,0,300,40.363491,-105.559983
147513,856,11/22/2008,0,250,40.363508,-105.559983
68806,881,11/23/2008,0,175,40.363591,-105.559983
147557,856,11/23/2008,0,325,40.363525,-105.559983
147563,856,11/23/2008,0,0,40.363441,-105.559983
147580,856,11/23/2008,0,290,40.363516,-105.559983
68866,881,11/24/2008,0,295,40.363525,-105.559983
147615,856,11/24/2008,0,80,40.363583,-105.559983
68897,881,11/25/2008,0,350,40.363483,-105.559983
68913,881,11/25/2008,0,235,40.363541,-105.559983
68926,881,11/25/2008,0,0,40.36355,-105.559983
147633,856,11/25/2008,0,45,40.363458,-105.559983
147673,856,11/25/2008,0,20,40.363533,-105.559983
68943,881,11/26/2008,0,20,40.363516,-105.559983
68946,881,11/26/2008,0,165,40.363425,-105.559983
147681,856,11/26/2008,0,235,40.363541,-105.559983
147693,856,11/26/2008,0,180,40.363491,-105.559983
147709,856,11/26/2008,0,200,40.363483,-105.559983
69015,881,11/27/2008,0,45,40.363641,-105.559983
147737,856,11/27/2008,0,160,40.363425,-105.559983
147762,856,11/27/2008,0,15,40.363675,-105.559983
69028,881,11/28/2008,0,285,40.363558,-105.559983
69074,881,11/28/2008,0,305,40.36355,-105.559983
147774,856,11/28/2008,0,290,40.363525,-105.559983
147789,856,11/28/2008,0,85,40.363433,-105.559983
147799,856,11/28/2008,0,235,40.363625,-105.559983
147814,856,11/28/2008,0,345,40.363483,-105.559983
