OBJECTID,CollarID,Date_MMDDY,Speed_mph,Heading,y,x
152442,856,3/23/2009,0,70,40.363533,-105.560125
152517,856,3/25/2009,0,75,40.363475,-105.560125
152519,856,3/25/2009,0,285,40.363516,-105.560125
152520,856,3/25/2009,0,75,40.363541,-105.560125
152568,856,3/26/2009,0,315,40.363575,-105.560125
152648,856,3/28/2009,0,75,40.3635,-105.560125
152651,856,3/28/2009,0,245,40.363716,-105.560125
71527,881,3/30/2009,0,320,40.363525,-105.560125
152758,856,3/30/2009,0,160,40.3637,-105.560125
152850,856,4/1/2009,0,60,40.363541,-105.560125
152876,856,4/1/2009,0,355,40.363516,-105.560125
71586,881,4/2/2009,0,125,40.363633,-105.560125
71631,881,4/3/2009,0,35,40.363433,-105.560125
153114,856,4/6/2009,0,90,40.363483,-105.560125
153160,856,4/7/2009,0,55,40.363533,-105.560125
153161,856,4/7/2009,0,5,40.363875,-105.560125
153182,856,4/8/2009,0,45,40.363525,-105.560125
153205,856,4/8/2009,0,115,40.363541,-105.560125
67982,881,11/2/2008,0,40,40.363458,-105.560116
146739,856,11/2/2008,0,5,40.363608,-105.560116
68032,881,11/3/2008,0,40,40.363575,-105.560116
146772,856,11/3/2008,0,25,40.363425,-105.560116
68106,881,11/8/2008,0,220,40.36365,-105.560116
146843,856,11/8/2008,0,305,40.363641,-105.560116
146893,856,11/9/2008,0,160,40.3634,-105.560116
147007,856,11/11/2008,0,320,40.363675,-105.560116
147010,856,11/11/2008,0,190,40.36345,-105.560116
68352,881,11/13/2008,0,80,40.363458,-105.560116
68409,881,11/15/2008,0,260,40.363466,-105.560116
147237,856,11/16/2008,0,170,40.363508,-105.560116
68504,881,11/17/2008,0,85,40.363558,-105.560116
68602,881,11/19/2008,0,0,40.3636,-105.560116
147473,856,11/21/2008,0,295,40.363625,-105.560116
68830,881,11/23/2008,0,55,40.363391,-105.560116
68861,881,11/24/2008,0,35,40.363525,-105.560116
68922,881,11/25/2008,0,5,40.36355,-105.560116
69001,881,11/27/2008,0,80,40.36355,-105.560116
69016,881,11/27/2008,0,20,40.3635,-105.560116
147791,856,11/28/2008,0,15,40.363425,-105.560116
147875,856,11/30/2008,0,195,40.363725,-105.560116
147882,856,11/30/2008,0,55,40.363466,-105.560116
69236,881,12/2/2008,0,50,40.3634,-105.560116
69252,881,12/2/2008,0,145,40.3635,-105.560116
148064,856,12/4/2008,0,5,40.363516,-105.560116
69662,881,12/14/2008,0,310,40.36335,-105.560116
69683,881,12/15/2008,0,315,40.363466,-105.560116
69723,881,12/16/2008,0,260,40.363433,-105.560116
148513,856,12/16/2008,0,145,40.363558,-105.560116
69743,881,12/17/2008,0,255,40.363516,-105.560116
148604,856,12/18/2008,0,335,40.363483,-105.560116
69825,881,12/20/2008,0,170,40.363508,-105.560116
148707,856,12/22/2008,0,345,40.363816,-105.560116
148759,856,12/23/2008,0,330,40.363766,-105.560116
69960,881,12/24/2008,0,345,40.363608,-105.560116
70003,881,12/25/2008,0,355,40.363675,-105.560116
148884,856,12/26/2008,0,15,40.363483,-105.560116
149031,856,12/29/2008,0,190,40.363625,-105.560116
70199,881,12/30/2008,0,120,40.363183,-105.560116
70252,881,12/31/2008,0,205,40.363491,-105.560116
70253,881,12/31/2008,0,35,40.363483,-105.560116
70262,881,12/31/2008,0,85,40.363608,-105.560116
70265,881,12/31/2008,0,330,40.363483,-105.560116
149100,856,12/31/2008,0,275,40.3635,-105.560116
70342,881,1/2/2009,0,165,40.363441,-105.560116
149220,856,1/3/2009,0,325,40.363566,-105.560116
70420,881,1/4/2009,0,235,40.36345,-105.560116
70444,881,1/5/2009,0,340,40.363741,-105.560116
70506,881,1/7/2009,0,40,40.363516,-105.560116
70544,881,1/9/2009,0,320,40.363825,-105.560116
70573,881,1/10/2009,0,130,40.36355,-105.560116
70595,881,1/11/2009,0,10,40.363566,-105.560116
149662,856,1/16/2009,0,75,40.363441,-105.560116
70691,881,1/18/2009,0,215,40.36345,-105.560116
149707,856,1/18/2009,0,225,40.363608,-105.560116
149740,856,1/19/2009,0,270,40.363575,-105.560116
70702,881,1/20/2009,0,90,40.363508,-105.560116
149822,856,1/21/2009,0,225,40.363191,-105.560116
149837,856,1/21/2009,0,120,40.363416,-105.560116
149902,856,1/23/2009,0,35,40.3635,-105.560116
150426,856,2/6/2009,0,350,40.363725,-105.560116
150430,856,2/6/2009,0,295,40.363658,-105.560116
150520,856,2/9/2009,0,165,40.363758,-105.560116
150545,856,2/9/2009,0,350,40.363683,-105.560116
70907,881,2/10/2009,0,150,40.363733,-105.560116
70952,881,2/13/2009,0,70,40.363408,-105.560116
150810,856,2/16/2009,0,105,40.3635,-105.560116
71050,881,2/22/2009,0,115,40.363425,-105.560116
151063,856,2/22/2009,0,320,40.363566,-105.560116
151096,856,2/23/2009,0,345,40.363441,-105.560116
151109,856,2/23/2009,0,225,40.363516,-105.560116
151154,856,2/24/2009,0,35,40.363516,-105.560116
71109,881,2/25/2009,0,320,40.36355,-105.560116
151210,856,2/25/2009,0,70,40.363541,-105.560116
71152,881,2/27/2009,0,65,40.363525,-105.560116
151311,856,2/27/2009,0,220,40.363441,-105.560116
151493,856,3/3/2009,0,135,40.363375,-105.560116
151500,856,3/3/2009,0,175,40.363416,-105.560116
151647,856,3/6/2009,0,115,40.363466,-105.560116
151770,856,3/9/2009,0,75,40.363575,-105.560116
151819,856,3/10/2009,0,230,40.363641,-105.560116
71352,881,3/14/2009,0,75,40.363583,-105.560116
152009,856,3/14/2009,0,340,40.363875,-105.560116
152033,856,3/14/2009,0,340,40.363575,-105.560116
152053,856,3/15/2009,0,165,40.363591,-105.560116
152068,856,3/15/2009,0,215,40.363483,-105.560116
71405,881,3/18/2009,0,345,40.363408,-105.560116
71413,881,3/19/2009,0,235,40.363483,-105.560116
152230,856,3/19/2009,0,290,40.363608,-105.560116
152322,856,3/21/2009,0,250,40.3635,-105.560116
152469,856,3/24/2009,0,210,40.363508,-105.560116
152485,856,3/24/2009,0,75,40.363433,-105.560116
152655,856,3/28/2009,0,275,40.363483,-105.560116
152708,856,3/29/2009,0,70,40.363458,-105.560116
71526,881,3/30/2009,0,85,40.363516,-105.560116
71531,881,3/30/2009,0,285,40.363483,-105.560116
71537,881,3/30/2009,0,310,40.363583,-105.560116
152770,856,3/30/2009,0,20,40.363425,-105.560116
152774,856,3/30/2009,0,75,40.363558,-105.560116
152776,856,3/30/2009,0,340,40.363575,-105.560116
152781,856,3/30/2009,0,350,40.363166,-105.560116
71554,881,3/31/2009,0,305,40.36345,-105.560116
152802,856,3/31/2009,0,130,40.363566,-105.560116
152849,856,4/1/2009,0,195,40.363516,-105.560116
152990,856,4/4/2009,0,115,40.363516,-105.560116
71673,881,4/5/2009,0,345,40.36355,-105.560116
153046,856,4/5/2009,0,180,40.363458,-105.560116
153053,856,4/5/2009,0,260,40.363475,-105.560116
153158,856,4/7/2009,0,340,40.363358,-105.560116
146735,856,11/2/2008,0,335,40.363541,-105.560108
68007,881,11/3/2008,0,200,40.363583,-105.560108
68029,881,11/3/2008,0,70,40.363458,-105.560108
146866,856,11/8/2008,0,285,40.36345,-105.560108
68180,881,11/10/2008,0,160,40.363675,-105.560108
68204,881,11/10/2008,0,0,40.363525,-105.560108
68207,881,11/10/2008,0,265,40.363625,-105.560108
147001,856,11/11/2008,0,135,40.363483,-105.560108
68309,881,11/12/2008,0,105,40.363525,-105.560108
68335,881,11/13/2008,0,310,40.363525,-105.560108
68374,881,11/14/2008,0,40,40.363575,-105.560108
68405,881,11/14/2008,0,80,40.3635,-105.560108
147121,856,11/14/2008,0,5,40.363583,-105.560108
147244,856,11/16/2008,0,70,40.36355,-105.560108
68537,881,11/17/2008,0,345,40.363791,-105.560108
147353,856,11/19/2008,0,20,40.363425,-105.560108
147431,856,11/20/2008,0,205,40.363583,-105.560108
68732,881,11/21/2008,0,155,40.363583,-105.560108
147458,856,11/21/2008,0,280,40.363658,-105.560108
147526,856,11/22/2008,0,15,40.363616,-105.560108
147534,856,11/22/2008,0,100,40.3636,-105.560108
147582,856,11/23/2008,0,95,40.363591,-105.560108
68872,881,11/24/2008,0,160,40.363591,-105.560108
147701,856,11/26/2008,0,105,40.363566,-105.560108
147742,856,11/27/2008,0,85,40.363416,-105.560108
69050,881,11/28/2008,0,0,40.3635,-105.560108
69060,881,11/28/2008,0,10,40.363483,-105.560108
147807,856,11/28/2008,0,15,40.363341,-105.560108
69100,881,11/29/2008,0,80,40.363558,-105.560108
147864,856,11/29/2008,0,195,40.3635,-105.560108
69130,881,11/30/2008,0,100,40.363541,-105.560108
147913,856,11/30/2008,0,325,40.363533,-105.560108
147950,856,12/1/2008,0,170,40.363583,-105.560108
69222,881,12/2/2008,0,215,40.363491,-105.560108
69232,881,12/2/2008,0,30,40.3635,-105.560108
147993,856,12/2/2008,0,210,40.363341,-105.560108
148089,856,12/4/2008,0,40,40.363516,-105.560108
69388,881,12/5/2008,0,75,40.3635,-105.560108
69402,881,12/5/2008,0,150,40.363616,-105.560108
69403,881,12/5/2008,0,270,40.363566,-105.560108
148112,856,12/5/2008,0,105,40.36355,-105.560108
148121,856,12/5/2008,0,135,40.363466,-105.560108
69435,881,12/6/2008,0,100,40.363441,-105.560108
69495,881,12/7/2008,0,155,40.363775,-105.560108
69510,881,12/8/2008,0,110,40.363625,-105.560108
69519,881,12/8/2008,0,145,40.363541,-105.560108
148293,856,12/8/2008,0,140,40.363625,-105.560108
148339,856,12/10/2008,0,355,40.363633,-105.560108
69612,881,12/11/2008,0,60,40.36355,-105.560108
148373,856,12/12/2008,0,345,40.363825,-105.560108
69659,881,12/14/2008,0,170,40.363666,-105.560108
69661,881,12/14/2008,0,275,40.363333,-105.560108
148437,856,12/14/2008,0,320,40.363666,-105.560108
69675,881,12/15/2008,0,325,40.363608,-105.560108
148482,856,12/15/2008,0,225,40.3635,-105.560108
148486,856,12/15/2008,0,15,40.3636,-105.560108
69819,881,12/20/2008,0,335,40.363658,-105.560108
69849,881,12/21/2008,0,300,40.3634,-105.560108
69869,881,12/21/2008,0,300,40.363683,-105.560108
148696,856,12/21/2008,0,70,40.363383,-105.560108
69907,881,12/22/2008,0,315,40.363533,-105.560108
69933,881,12/23/2008,0,10,40.363408,-105.560108
148752,856,12/23/2008,0,340,40.363683,-105.560108
70054,881,12/26/2008,0,115,40.363583,-105.560108
148883,856,12/26/2008,0,60,40.363516,-105.560108
70127,881,12/28/2008,0,70,40.363541,-105.560108
148994,856,12/28/2008,0,100,40.3635,-105.560108
70162,881,12/29/2008,0,355,40.363575,-105.560108
149021,856,12/29/2008,0,90,40.363533,-105.560108
70263,881,12/31/2008,0,210,40.363525,-105.560108
149106,856,12/31/2008,0,225,40.363316,-105.560108
70273,881,1/1/2009,0,15,40.363516,-105.560108
70277,881,1/1/2009,0,180,40.363591,-105.560108
149198,856,1/2/2009,0,270,40.363275,-105.560108
70373,881,1/3/2009,0,35,40.363591,-105.560108
149318,856,1/5/2009,0,115,40.363458,-105.560108
70477,881,1/6/2009,0,80,40.363333,-105.560108
149374,856,1/6/2009,0,80,40.363458,-105.560108
149381,856,1/6/2009,0,145,40.3635,-105.560108
70519,881,1/8/2009,0,245,40.363641,-105.560108
70579,881,1/10/2009,0,40,40.363483,-105.560108
149493,856,1/10/2009,0,330,40.363425,-105.560108
70589,881,1/11/2009,0,255,40.3634,-105.560108
149602,856,1/14/2009,0,345,40.363708,-105.560108
149633,856,1/15/2009,0,290,40.363508,-105.560108
149634,856,1/15/2009,0,345,40.363508,-105.560108
149658,856,1/16/2009,0,340,40.363675,-105.560108
149680,856,1/17/2009,0,230,40.363441,-105.560108
149876,856,1/22/2009,0,185,40.363633,-105.560108
149883,856,1/22/2009,0,30,40.363308,-105.560108
149922,856,1/23/2009,0,155,40.363725,-105.560108
149931,856,1/24/2009,0,70,40.36345,-105.560108
149947,856,1/24/2009,0,175,40.36365,-105.560108
149962,856,1/25/2009,0,55,40.363483,-105.560108
150057,856,1/27/2009,0,65,40.363566,-105.560108
150058,856,1/27/2009,0,285,40.363558,-105.560108
150112,856,1/29/2009,0,35,40.363408,-105.560108
150114,856,1/29/2009,0,5,40.363625,-105.560108
70799,881,1/30/2009,0,215,40.363575,-105.560108
150289,856,2/2/2009,0,5,40.363441,-105.560108
70864,881,2/5/2009,0,20,40.363425,-105.560108
150388,856,2/5/2009,0,80,40.363541,-105.560108
150398,856,2/5/2009,0,335,40.363525,-105.560108
150634,856,2/12/2009,0,240,40.3635,-105.560108
150676,856,2/13/2009,0,60,40.363475,-105.560108
150697,856,2/13/2009,0,120,40.363491,-105.560108
150752,856,2/15/2009,0,245,40.36345,-105.560108
150758,856,2/15/2009,0,150,40.363508,-105.560108
150925,856,2/19/2009,0,40,40.363508,-105.560108
150966,856,2/20/2009,0,275,40.363566,-105.560108
151025,856,2/21/2009,0,240,40.363641,-105.560108
151103,856,2/23/2009,0,175,40.363491,-105.560108
151105,856,2/23/2009,0,330,40.363575,-105.560108
151310,856,2/27/2009,0,245,40.36345,-105.560108
151390,856,3/1/2009,0,265,40.363591,-105.560108
151555,856,3/4/2009,0,15,40.36345,-105.560108
71254,881,3/5/2009,0,340,40.3636,-105.560108
151579,856,3/5/2009,0,30,40.363433,-105.560108
151636,856,3/6/2009,0,330,40.364166,-105.560108
151652,856,3/6/2009,0,5,40.362691,-105.560108
151720,856,3/8/2009,0,135,40.3633,-105.560108
151724,856,3/8/2009,0,75,40.363508,-105.560108
151856,856,3/11/2009,0,75,40.363441,-105.560108
151913,856,3/12/2009,0,115,40.363508,-105.560108
152001,856,3/14/2009,0,95,40.363466,-105.560108
152018,856,3/14/2009,0,160,40.363566,-105.560108
152065,856,3/15/2009,0,180,40.363583,-105.560108
152154,856,3/17/2009,0,265,40.363475,-105.560108
152221,856,3/18/2009,0,25,40.363408,-105.560108
152229,856,3/19/2009,0,250,40.363541,-105.560108
152334,856,3/21/2009,0,85,40.36355,-105.560108
71452,881,3/22/2009,0,310,40.36355,-105.560108
152494,856,3/24/2009,0,180,40.363516,-105.560108
152650,856,3/28/2009,0,265,40.363608,-105.560108
152700,856,3/29/2009,0,275,40.363525,-105.560108
152736,856,3/29/2009,0,210,40.363533,-105.560108
71539,881,3/30/2009,0,180,40.363591,-105.560108
71551,881,3/31/2009,0,260,40.36345,-105.560108
152799,856,3/31/2009,0,330,40.363833,-105.560108
71607,881,4/2/2009,0,145,40.363433,-105.560108
152888,856,4/2/2009,0,340,40.363816,-105.560108
71633,881,4/3/2009,0,340,40.363525,-105.560108
152948,856,4/3/2009,0,155,40.363766,-105.560108
153120,856,4/6/2009,0,180,40.363916,-105.560108
71727,881,4/7/2009,0,305,40.363566,-105.560108
153131,856,4/7/2009,0,340,40.363533,-105.560108
153148,856,4/7/2009,0,60,40.363466,-105.560108
71778,881,4/8/2009,0,165,40.363708,-105.560108
146742,856,11/2/2008,0,10,40.3637,-105.5601
68015,881,11/3/2008,0,340,40.3636,-105.5601
146756,856,11/3/2008,0,340,40.363458,-105.5601
68087,881,11/8/2008,0,40,40.364308,-105.5601
146848,856,11/8/2008,0,75,40.363491,-105.5601
146872,856,11/9/2008,0,275,40.36355,-105.5601
68191,881,11/10/2008,0,350,40.363483,-105.5601
68203,881,11/10/2008,0,165,40.363608,-105.5601
68210,881,11/10/2008,0,265,40.363583,-105.5601
146945,856,11/10/2008,0,160,40.363483,-105.5601
146963,856,11/10/2008,0,140,40.363433,-105.5601
147000,856,11/11/2008,0,125,40.363583,-105.5601
68306,881,11/12/2008,0,230,40.363541,-105.5601
147089,856,11/13/2008,0,245,40.363558,-105.5601
68432,881,11/15/2008,0,195,40.363516,-105.5601
147153,856,11/15/2008,0,295,40.36365,-105.5601
68489,881,11/16/2008,0,215,40.363516,-105.5601
68502,881,11/16/2008,0,205,40.363441,-105.5601
147246,856,11/16/2008,0,305,40.36355,-105.5601
68520,881,11/17/2008,0,340,40.363691,-105.5601
68589,881,11/18/2008,0,80,40.36345,-105.5601
147385,856,11/19/2008,0,155,40.363675,-105.5601
147414,856,11/20/2008,0,185,40.363783,-105.5601
68725,881,11/21/2008,0,95,40.363525,-105.5601
147479,856,11/21/2008,0,185,40.363491,-105.5601
68814,881,11/23/2008,0,15,40.363541,-105.5601
147552,856,11/23/2008,0,145,40.363591,-105.5601
147679,856,11/26/2008,0,15,40.363516,-105.5601
147710,856,11/26/2008,0,250,40.363558,-105.5601
69011,881,11/27/2008,0,85,40.363575,-105.5601
147741,856,11/27/2008,0,350,40.36365,-105.5601
147763,856,11/27/2008,0,345,40.363725,-105.5601
147793,856,11/28/2008,0,85,40.363658,-105.5601
69117,881,11/29/2008,0,320,40.36355,-105.5601
147827,856,11/29/2008,0,5,40.363466,-105.5601
147858,856,11/29/2008,0,175,40.36345,-105.5601
147916,856,11/30/2008,0,300,40.3634,-105.5601
147935,856,12/1/2008,0,185,40.363416,-105.5601
69269,881,12/3/2008,0,80,40.363633,-105.5601
69314,881,12/4/2008,0,255,40.363641,-105.5601
69358,881,12/4/2008,0,70,40.363425,-105.5601
69359,881,12/4/2008,0,305,40.363433,-105.5601
148104,856,12/4/2008,0,325,40.363591,-105.5601
148110,856,12/5/2008,0,155,40.363691,-105.5601
69451,881,12/6/2008,0,245,40.363541,-105.5601
69452,881,12/6/2008,0,5,40.363416,-105.5601
69490,881,12/7/2008,0,0,40.363658,-105.5601
148212,856,12/7/2008,0,205,40.363925,-105.5601
148237,856,12/7/2008,0,220,40.363333,-105.5601
69524,881,12/8/2008,0,270,40.3635,-105.5601
69526,881,12/8/2008,0,210,40.363408,-105.5601
148282,856,12/8/2008,0,30,40.363483,-105.5601
148295,856,12/8/2008,0,315,40.363591,-105.5601
69657,881,12/14/2008,0,160,40.363508,-105.5601
69732,881,12/16/2008,0,340,40.363616,-105.5601
69758,881,12/17/2008,0,165,40.363566,-105.5601
69796,881,12/19/2008,0,45,40.363425,-105.5601
69811,881,12/19/2008,0,310,40.363608,-105.5601
148674,856,12/21/2008,0,175,40.363458,-105.5601
69890,881,12/22/2008,0,5,40.363441,-105.5601
69938,881,12/23/2008,0,260,40.363591,-105.5601
148811,856,12/24/2008,0,25,40.363408,-105.5601
148818,856,12/24/2008,0,25,40.363475,-105.5601
70007,881,12/25/2008,0,310,40.363466,-105.5601
70019,881,12/25/2008,0,240,40.363516,-105.5601
70073,881,12/27/2008,0,5,40.363591,-105.5601
148986,856,12/28/2008,0,50,40.363541,-105.5601
149002,856,12/29/2008,0,255,40.363425,-105.5601
149012,856,12/29/2008,0,310,40.3636,-105.5601
149024,856,12/29/2008,0,225,40.363608,-105.5601
149056,856,12/30/2008,0,65,40.363508,-105.5601
70234,881,12/31/2008,0,275,40.363458,-105.5601
70240,881,12/31/2008,0,0,40.363383,-105.5601
70306,881,1/1/2009,0,0,40.363491,-105.5601
149180,856,1/2/2009,0,190,40.363608,-105.5601
149208,856,1/2/2009,0,85,40.363616,-105.5601
149234,856,1/3/2009,0,305,40.363575,-105.5601
149238,856,1/3/2009,0,5,40.363541,-105.5601
70414,881,1/4/2009,0,5,40.36345,-105.5601
70437,881,1/4/2009,0,195,40.363383,-105.5601
149273,856,1/4/2009,0,260,40.363616,-105.5601
149297,856,1/4/2009,0,325,40.363616,-105.5601
70475,881,1/5/2009,0,290,40.3635,-105.5601
149324,856,1/5/2009,0,325,40.363575,-105.5601
149349,856,1/5/2009,0,190,40.363566,-105.5601
70479,881,1/6/2009,0,85,40.363525,-105.5601
70512,881,1/8/2009,0,275,40.363475,-105.5601
149425,856,1/8/2009,0,10,40.363458,-105.5601
149453,856,1/8/2009,0,105,40.36355,-105.5601
70603,881,1/11/2009,0,205,40.3635,-105.5601
149527,856,1/11/2009,0,280,40.363475,-105.5601
70628,881,1/13/2009,0,35,40.363458,-105.5601
149572,856,1/13/2009,0,345,40.363783,-105.5601
149666,856,1/16/2009,0,230,40.363541,-105.5601
70680,881,1/17/2009,0,350,40.363483,-105.5601
149836,856,1/21/2009,0,310,40.363516,-105.5601
149866,856,1/22/2009,0,85,40.363433,-105.5601
149885,856,1/23/2009,0,125,40.363666,-105.5601
150013,856,1/26/2009,0,295,40.363508,-105.5601
150059,856,1/27/2009,0,295,40.363508,-105.5601
150104,856,1/28/2009,0,75,40.36365,-105.5601
150113,856,1/29/2009,0,20,40.363541,-105.5601
150118,856,1/29/2009,0,10,40.363658,-105.5601
150163,856,1/30/2009,0,280,40.363516,-105.5601
150179,856,1/30/2009,0,355,40.363908,-105.5601
150188,856,1/31/2009,0,70,40.363541,-105.5601
150208,856,1/31/2009,0,225,40.363666,-105.5601
70833,881,2/2/2009,0,5,40.363433,-105.5601
150307,856,2/3/2009,0,320,40.363425,-105.5601
150324,856,2/3/2009,0,325,40.363533,-105.5601
70846,881,2/4/2009,0,355,40.363616,-105.5601
150343,856,2/4/2009,0,265,40.363508,-105.5601
150363,856,2/4/2009,0,60,40.363566,-105.5601
70858,881,2/5/2009,0,160,40.3635,-105.5601
150483,856,2/8/2009,0,340,40.363633,-105.5601
150623,856,2/11/2009,0,165,40.363641,-105.5601
150650,856,2/12/2009,0,350,40.363541,-105.5601
150668,856,2/12/2009,0,25,40.363758,-105.5601
150725,856,2/14/2009,0,320,40.363516,-105.5601
150798,856,2/16/2009,0,15,40.363466,-105.5601
150839,856,2/17/2009,0,225,40.363425,-105.5601
150981,856,2/20/2009,0,265,40.363516,-105.5601
71040,881,2/22/2009,0,180,40.363458,-105.5601
151091,856,2/23/2009,0,345,40.3638,-105.5601
151231,856,2/26/2009,0,320,40.363625,-105.5601
71171,881,2/28/2009,0,25,40.363491,-105.5601
151412,856,3/1/2009,0,170,40.363758,-105.5601
71207,881,3/2/2009,0,350,40.363058,-105.5601
151472,856,3/3/2009,0,35,40.363483,-105.5601
151495,856,3/3/2009,0,20,40.363583,-105.5601
151511,856,3/3/2009,0,175,40.36385,-105.5601
71246,881,3/4/2009,0,100,40.363558,-105.5601
151520,856,3/4/2009,0,260,40.363425,-105.5601
151542,856,3/4/2009,0,145,40.36365,-105.5601
151597,856,3/5/2009,0,20,40.3634,-105.5601
71264,881,3/6/2009,0,300,40.363533,-105.5601
71295,881,3/9/2009,0,300,40.363608,-105.5601
71300,881,3/9/2009,0,15,40.363508,-105.5601
151830,856,3/10/2009,0,325,40.363558,-105.5601
151849,856,3/11/2009,0,245,40.363458,-105.5601
151904,856,3/12/2009,0,65,40.363483,-105.5601
151933,856,3/12/2009,0,335,40.363458,-105.5601
151953,856,3/13/2009,0,45,40.3635,-105.5601
151986,856,3/14/2009,0,80,40.363541,-105.5601
152010,856,3/14/2009,0,50,40.363416,-105.5601
152115,856,3/16/2009,0,310,40.363475,-105.5601
152145,856,3/17/2009,0,50,40.363533,-105.5601
152271,856,3/19/2009,0,335,40.363591,-105.5601
71454,881,3/22/2009,0,0,40.363441,-105.5601
152566,856,3/26/2009,0,295,40.363558,-105.5601
152674,856,3/28/2009,0,110,40.363533,-105.5601
152693,856,3/29/2009,0,60,40.363466,-105.5601
71525,881,3/30/2009,0,30,40.363541,-105.5601
152769,856,3/30/2009,0,295,40.363341,-105.5601
152896,856,4/2/2009,0,100,40.363508,-105.5601
71611,881,4/3/2009,0,310,40.363508,-105.5601
152954,856,4/3/2009,0,265,40.363608,-105.5601
71675,881,4/5/2009,0,25,40.363541,-105.5601
153115,856,4/6/2009,0,80,40.36345,-105.5601
71761,881,4/8/2009,0,30,40.363525,-105.5601
153196,856,4/8/2009,0,25,40.363575,-105.5601
67984,881,11/2/2008,0,5,40.363541,-105.560091
68012,881,11/3/2008,0,35,40.363608,-105.560091
68013,881,11/3/2008,0,0,40.363341,-105.560091
68014,881,11/3/2008,0,335,40.363541,-105.560091
68023,881,11/3/2008,0,240,40.363475,-105.560091
68027,881,11/3/2008,0,120,40.363483,-105.560091
146324,843COW,11/3/2008,0,20,40.363675,-105.560091
146761,856,11/3/2008,0,75,40.363533,-105.560091
68099,881,11/8/2008,0,80,40.363533,-105.560091
68125,881,11/9/2008,0,190,40.363616,-105.560091
146897,856,11/9/2008,0,15,40.363375,-105.560091
68298,881,11/12/2008,0,210,40.363525,-105.560091
68350,881,11/13/2008,0,110,40.363566,-105.560091
147061,856,11/13/2008,0,340,40.363508,-105.560091
68398,881,11/14/2008,0,215,40.363558,-105.560091
68402,881,11/14/2008,0,155,40.36355,-105.560091
68414,881,11/15/2008,0,15,40.363608,-105.560091
147256,856,11/17/2008,0,205,40.363508,-105.560091
147333,856,11/18/2008,0,5,40.363391,-105.560091
147380,856,11/19/2008,0,345,40.363508,-105.560091
147389,856,11/19/2008,0,220,40.363491,-105.560091
147419,856,11/20/2008,0,130,40.36355,-105.560091
68823,881,11/23/2008,0,160,40.363541,-105.560091
147560,856,11/23/2008,0,40,40.363483,-105.560091
147568,856,11/23/2008,0,340,40.363716,-105.560091
147576,856,11/23/2008,0,300,40.36345,-105.560091
68929,881,11/25/2008,0,335,40.363558,-105.560091
147683,856,11/26/2008,0,185,40.363475,-105.560091
147725,856,11/26/2008,0,225,40.36355,-105.560091
69031,881,11/28/2008,0,185,40.363491,-105.560091
147818,856,11/28/2008,0,5,40.363533,-105.560091
147842,856,11/29/2008,0,335,40.363416,-105.560091
147862,856,11/29/2008,0,130,40.3636,-105.560091
69127,881,11/30/2008,0,195,40.3635,-105.560091
69174,881,12/1/2008,0,215,40.363425,-105.560091
69226,881,12/2/2008,0,5,40.363591,-105.560091
69270,881,12/3/2008,0,210,40.363433,-105.560091
148050,856,12/3/2008,0,145,40.363516,-105.560091
148129,856,12/5/2008,0,260,40.363325,-105.560091
148137,856,12/5/2008,0,50,40.363508,-105.560091
69428,881,12/6/2008,0,65,40.363516,-105.560091
69445,881,12/6/2008,0,35,40.363641,-105.560091
148170,856,12/6/2008,0,30,40.36365,-105.560091
148207,856,12/7/2008,0,130,40.363508,-105.560091
69507,881,12/8/2008,0,345,40.363516,-105.560091
148256,856,12/8/2008,0,185,40.363608,-105.560091
148274,856,12/8/2008,0,280,40.363525,-105.560091
148302,856,12/9/2008,0,210,40.363508,-105.560091
69624,881,12/13/2008,0,40,40.363491,-105.560091
69650,881,12/14/2008,0,340,40.363525,-105.560091
69660,881,12/14/2008,0,330,40.36345,-105.560091
148463,856,12/15/2008,0,15,40.363708,-105.560091
69757,881,12/17/2008,0,150,40.36355,-105.560091
69776,881,12/18/2008,0,355,40.363566,-105.560091
69778,881,12/18/2008,0,75,40.363458,-105.560091
69803,881,12/19/2008,0,60,40.363425,-105.560091
69804,881,12/19/2008,0,105,40.363441,-105.560091
69860,881,12/21/2008,0,160,40.36355,-105.560091
69879,881,12/22/2008,0,345,40.363458,-105.560091
69886,881,12/22/2008,0,5,40.363458,-105.560091
69905,881,12/22/2008,0,105,40.363641,-105.560091
148736,856,12/22/2008,0,90,40.363575,-105.560091
148805,856,12/24/2008,0,245,40.36365,-105.560091
70024,881,12/25/2008,0,120,40.363441,-105.560091
148835,856,12/25/2008,0,50,40.363666,-105.560091
70038,881,12/26/2008,0,170,40.3636,-105.560091
148882,856,12/26/2008,0,315,40.363708,-105.560091
148894,856,12/26/2008,0,215,40.3635,-105.560091
70077,881,12/27/2008,0,160,40.363691,-105.560091
70181,881,12/29/2008,0,350,40.363541,-105.560091
149007,856,12/29/2008,0,70,40.363608,-105.560091
149043,856,12/30/2008,0,15,40.363341,-105.560091
149060,856,12/30/2008,0,330,40.363483,-105.560091
149071,856,12/30/2008,0,330,40.363641,-105.560091
70271,881,1/1/2009,0,165,40.363633,-105.560091
149162,856,1/1/2009,0,160,40.363633,-105.560091
70339,881,1/2/2009,0,40,40.363333,-105.560091
149218,856,1/2/2009,0,10,40.363791,-105.560091
70365,881,1/3/2009,0,115,40.363458,-105.560091
149236,856,1/3/2009,0,330,40.363425,-105.560091
