OBJECTID,CollarID,Date_MMDDY,Speed_mph,Heading,y,x,within_park,elevation,land_cover
152667,856,3/28/2009,0.0,160,40.363683,-105.560075,True,2372.2947,52.0
152690,856,3/28/2009,0.0,350,40.363575,-105.560075,True,2371.5664,52.0
71517,881,3/29/2009,0.0,5,40.3634,-105.560075,True,2370.2002,52.0
152748,856,3/30/2009,0.0,320,40.363441,-105.560075,True,2370.5447,52.0
152760,856,3/30/2009,0.0,145,40.363516,-105.560075,True,2370.5447,52.0
152778,856,3/30/2009,0.0,340,40.363475,-105.560075,True,2370.5447,52.0
71555,881,3/31/2009,0.0,85,40.363508,-105.560075,True,2370.5447,52.0
152832,856,3/31/2009,0.0,340,40.363541,-105.560075,True,2371.5664,52.0
71597,881,4/2/2009,0.0,180,40.3637,-105.560075,True,2372.2947,52.0
152897,856,4/2/2009,0.0,45,40.3635,-105.560075,True,2370.5447,52.0
71626,881,4/3/2009,0.0,165,40.363525,-105.560075,True,2371.5664,52.0
71632,881,4/3/2009,0.0,195,40.363375,-105.560075,True,2370.2002,52.0
152972,856,4/3/2009,0.0,355,40.363483,-105.560075,True,2370.5447,52.0
71644,881,4/4/2009,0.0,100,40.363475,-105.560075,True,2370.5447,52.0
71650,881,4/4/2009,0.0,10,40.363575,-105.560075,True,2371.5664,52.0
71651,881,4/4/2009,0.0,215,40.363608,-105.560075,True,2371.5664,52.0
71654,881,4/4/2009,0.0,320,40.363566,-105.560075,True,2371.5664,52.0
71670,881,4/5/2009,0.0,145,40.363558,-105.560075,True,2371.5664,52.0
71674,881,4/5/2009,0.0,345,40.363541,-105.560075,True,2371.5664,52.0
153028,856,4/5/2009,0.0,30,40.363483,-105.560075,True,2370.5447,52.0
153047,856,4/5/2009,0.0,300,40.36355,-105.560075,True,2371.5664,52.0
153070,856,4/5/2009,0.0,175,40.363525,-105.560075,True,2371.5664,52.0
71704,881,4/6/2009,0.0,340,40.363633,-105.560075,True,2372.2947,52.0
153088,856,4/6/2009,0.0,75,40.363525,-105.560075,True,2371.5664,52.0
153091,856,4/6/2009,0.0,145,40.363558,-105.560075,True,2371.5664,52.0
153190,856,4/8/2009,0.0,120,40.363541,-105.560075,True,2371.5664,52.0
67983,881,11/2/2008,0.0,240,40.363475,-105.560066,True,2370.5447,52.0
146336,843COW,11/3/2008,0.0,280,40.363416,-105.560066,True,2370.2002,52.0
146764,856,11/3/2008,0.0,195,40.363358,-105.560066,True,2370.2002,52.0
68105,881,11/8/2008,0.0,135,40.363508,-105.560066,True,2370.5447,52.0
146846,856,11/8/2008,0.0,95,40.3635,-105.560066,True,2370.5447,52.0
146855,856,11/8/2008,0.0,355,40.363866,-105.560066,True,2372.637,52.0
146865,856,11/8/2008,0.0,0,40.363491,-105.560066,True,2370.5447,52.0
68146,881,11/9/2008,0.0,190,40.363566,-105.560066,True,2371.5664,52.0
68167,881,11/10/2008,0.0,165,40.3635,-105.560066,True,2370.5447,52.0
68194,881,11/10/2008,0.0,85,40.363291,-105.560066,True,2370.0088,52.0
68195,881,11/10/2008,0.0,275,40.363491,-105.560066,True,2370.5447,52.0
68202,881,11/10/2008,0.0,220,40.363541,-105.560066,True,2371.5664,52.0
68227,881,11/11/2008,0.0,245,40.363666,-105.560066,True,2372.2947,52.0
68248,881,11/11/2008,0.0,25,40.363541,-105.560066,True,2371.5664,52.0
68259,881,11/11/2008,0.0,145,40.36355,-105.560066,True,2371.5664,52.0
147011,856,11/11/2008,0.0,80,40.363433,-105.560066,True,2370.5447,52.0
68274,881,11/12/2008,0.0,160,40.363633,-105.560066,True,2372.2947,52.0
68279,881,11/12/2008,0.0,85,40.363466,-105.560066,True,2370.5447,52.0
147033,856,11/12/2008,0.0,265,40.363483,-105.560066,True,2370.5447,52.0
68323,881,11/13/2008,0.0,165,40.363641,-105.560066,True,2372.2947,52.0
68338,881,11/13/2008,0.0,250,40.363516,-105.560066,True,2370.5447,52.0
68394,881,11/14/2008,0.0,135,40.363475,-105.560066,True,2370.5447,52.0
68401,881,11/14/2008,0.0,295,40.363466,-105.560066,True,2370.5447,52.0
147134,856,11/14/2008,0.0,110,40.363325,-105.560066,True,2370.0088,52.0
68415,881,11/15/2008,0.0,15,40.3636,-105.560066,True,2371.5664,52.0
147187,856,11/15/2008,0.0,210,40.36355,-105.560066,True,2371.5664,52.0
68483,881,11/16/2008,0.0,25,40.363608,-105.560066,True,2371.5664,52.0
147209,856,11/16/2008,0.0,35,40.363458,-105.560066,True,2370.5447,52.0
147221,856,11/16/2008,0.0,20,40.36345,-105.560066,True,2370.5447,52.0
68518,881,11/17/2008,0.0,10,40.3635,-105.560066,True,2370.5447,52.0
68522,881,11/17/2008,0.0,35,40.363433,-105.560066,True,2370.5447,52.0
68622,881,11/19/2008,0.0,50,40.36365,-105.560066,True,2372.2947,52.0
147371,856,11/19/2008,0.0,25,40.363483,-105.560066,True,2370.5447,52.0
68676,881,11/20/2008,0.0,300,40.363533,-105.560066,True,2371.5664,52.0
68688,881,11/20/2008,0.0,110,40.363566,-105.560066,True,2371.5664,52.0
147478,856,11/21/2008,0.0,0,40.363541,-105.560066,True,2371.5664,52.0
68770,881,11/22/2008,0.0,185,40.363525,-105.560066,True,2371.5664,52.0
147516,856,11/22/2008,0.0,210,40.363366,-105.560066,True,2370.2002,52.0
68825,881,11/23/2008,0.0,250,40.363583,-105.560066,True,2371.5664,52.0
68828,881,11/23/2008,0.0,320,40.363583,-105.560066,True,2371.5664,52.0
68847,881,11/24/2008,0.0,350,40.363841,-105.560066,True,2372.637,52.0
68870,881,11/24/2008,0.0,25,40.36365,-105.560066,True,2372.2947,52.0
147622,856,11/24/2008,0.0,170,40.36355,-105.560066,True,2371.5664,52.0
68924,881,11/25/2008,0.0,15,40.36355,-105.560066,True,2371.5664,52.0
147645,856,11/25/2008,0.0,155,40.363675,-105.560066,True,2372.2947,52.0
147654,856,11/25/2008,0.0,160,40.363458,-105.560066,True,2370.5447,52.0
68947,881,11/26/2008,0.0,15,40.363525,-105.560066,True,2371.5664,52.0
147702,856,11/26/2008,0.0,340,40.363516,-105.560066,True,2370.5447,52.0
68991,881,11/27/2008,0.0,275,40.363591,-105.560066,True,2371.5664,52.0
147761,856,11/27/2008,0.0,60,40.36355,-105.560066,True,2371.5664,52.0
147772,856,11/27/2008,0.0,285,40.363516,-105.560066,True,2370.5447,52.0
69041,881,11/28/2008,0.0,330,40.363716,-105.560066,True,2372.593,52.0
147777,856,11/28/2008,0.0,60,40.363525,-105.560066,True,2371.5664,52.0
147806,856,11/28/2008,0.0,30,40.363433,-105.560066,True,2370.5447,52.0
147813,856,11/28/2008,0.0,115,40.363575,-105.560066,True,2371.5664,52.0
69113,881,11/29/2008,0.0,325,40.36355,-105.560066,True,2371.5664,52.0
147839,856,11/29/2008,0.0,80,40.3634,-105.560066,True,2370.2002,52.0
147871,856,11/30/2008,0.0,260,40.363541,-105.560066,True,2371.5664,52.0
147878,856,11/30/2008,0.0,230,40.363708,-105.560066,True,2372.593,52.0
69179,881,12/1/2008,0.0,130,40.363566,-105.560066,True,2371.5664,52.0
69208,881,12/1/2008,0.0,95,40.363533,-105.560066,True,2371.5664,52.0
147952,856,12/1/2008,0.0,40,40.363466,-105.560066,True,2370.5447,52.0
69224,881,12/2/2008,0.0,180,40.363733,-105.560066,True,2372.593,52.0
69250,881,12/2/2008,0.0,110,40.363541,-105.560066,True,2371.5664,52.0
147983,856,12/2/2008,0.0,40,40.363458,-105.560066,True,2370.5447,52.0
148003,856,12/2/2008,0.0,250,40.36345,-105.560066,True,2370.5447,52.0
69295,881,12/3/2008,0.0,95,40.363583,-105.560066,True,2371.5664,52.0
148035,856,12/3/2008,0.0,345,40.363433,-105.560066,True,2370.5447,52.0
148053,856,12/3/2008,0.0,80,40.363516,-105.560066,True,2370.5447,52.0
69349,881,12/4/2008,0.0,165,40.363591,-105.560066,True,2371.5664,52.0
148061,856,12/4/2008,0.0,5,40.36355,-105.560066,True,2371.5664,52.0
148075,856,12/4/2008,0.0,110,40.363608,-105.560066,True,2371.5664,52.0
69369,881,12/5/2008,0.0,85,40.363558,-105.560066,True,2371.5664,52.0
148111,856,12/5/2008,0.0,190,40.363416,-105.560066,True,2370.2002,52.0
148128,856,12/5/2008,0.0,165,40.363733,-105.560066,True,2372.593,52.0
148139,856,12/5/2008,0.0,175,40.363625,-105.560066,True,2372.2947,52.0
69434,881,12/6/2008,0.0,115,40.363516,-105.560066,True,2370.5447,52.0
148164,856,12/6/2008,0.0,160,40.363783,-105.560066,True,2372.593,52.0
148169,856,12/6/2008,0.0,130,40.363616,-105.560066,True,2372.2947,52.0
148180,856,12/6/2008,0.0,10,40.3634,-105.560066,True,2370.2002,52.0
69463,881,12/7/2008,0.0,200,40.3635,-105.560066,True,2370.5447,52.0
69472,881,12/7/2008,0.0,315,40.363616,-105.560066,True,2372.2947,52.0
69491,881,12/7/2008,0.0,220,40.363558,-105.560066,True,2371.5664,52.0
69494,881,12/7/2008,0.0,145,40.363558,-105.560066,True,2371.5664,52.0
148208,856,12/7/2008,0.0,75,40.363391,-105.560066,True,2370.2002,52.0
69508,881,12/8/2008,0.0,210,40.363683,-105.560066,True,2372.2947,52.0
148260,856,12/8/2008,0.0,350,40.363891,-105.560066,True,2372.8118,52.0
148287,856,12/8/2008,0.0,90,40.363708,-105.560066,True,2372.593,52.0
148370,856,12/12/2008,0.0,5,40.363333,-105.560066,True,2370.0088,52.0
148524,856,12/16/2008,0.0,145,40.363558,-105.560066,True,2371.5664,52.0
148526,856,12/16/2008,0.0,325,40.3634,-105.560066,True,2370.2002,52.0
69847,881,12/21/2008,0.0,50,40.363491,-105.560066,True,2370.5447,52.0
69880,881,12/22/2008,0.0,220,40.363533,-105.560066,True,2371.5664,52.0
148735,856,12/22/2008,0.0,345,40.363583,-105.560066,True,2371.5664,52.0
148746,856,12/22/2008,0.0,225,40.363516,-105.560066,True,2370.5447,52.0
69916,881,12/23/2008,0.0,185,40.363541,-105.560066,True,2371.5664,52.0
69921,881,12/23/2008,0.0,160,40.363475,-105.560066,True,2370.5447,52.0
70022,881,12/25/2008,0.0,100,40.363516,-105.560066,True,2370.5447,52.0
148837,856,12/25/2008,0.0,110,40.363533,-105.560066,True,2371.5664,52.0
148897,856,12/26/2008,0.0,325,40.3635,-105.560066,True,2370.5447,52.0
148936,856,12/27/2008,0.0,110,40.363475,-105.560066,True,2370.5447,52.0
70118,881,12/28/2008,0.0,265,40.363466,-105.560066,True,2370.5447,52.0
149010,856,12/29/2008,0.0,45,40.363525,-105.560066,True,2371.5664,52.0
70200,881,12/30/2008,0.0,320,40.363583,-105.560066,True,2371.5664,52.0
149042,856,12/30/2008,0.0,140,40.363541,-105.560066,True,2371.5664,52.0
70269,881,12/31/2008,0.0,40,40.363583,-105.560066,True,2371.5664,52.0
149205,856,1/2/2009,0.0,350,40.363625,-105.560066,True,2372.2947,52.0
70402,881,1/3/2009,0.0,305,40.3636,-105.560066,True,2371.5664,52.0
149274,856,1/4/2009,0.0,230,40.363508,-105.560066,True,2370.5447,52.0
149280,856,1/4/2009,0.0,0,40.363525,-105.560066,True,2371.5664,52.0
149282,856,1/4/2009,0.0,235,40.363483,-105.560066,True,2370.5447,52.0
149292,856,1/4/2009,0.0,25,40.363525,-105.560066,True,2371.5664,52.0
149296,856,1/4/2009,0.0,5,40.363575,-105.560066,True,2371.5664,52.0
70447,881,1/5/2009,0.0,335,40.363558,-105.560066,True,2371.5664,52.0
70465,881,1/5/2009,0.0,215,40.363525,-105.560066,True,2371.5664,52.0
70474,881,1/5/2009,0.0,330,40.363458,-105.560066,True,2370.5447,52.0
149309,856,1/5/2009,0.0,250,40.3635,-105.560066,True,2370.5447,52.0
149348,856,1/5/2009,0.0,320,40.36355,-105.560066,True,2371.5664,52.0
70481,881,1/6/2009,0.0,25,40.363483,-105.560066,True,2370.5447,52.0
70492,881,1/6/2009,0.0,285,40.363491,-105.560066,True,2370.5447,52.0
149373,856,1/6/2009,0.0,100,40.3634,-105.560066,True,2370.2002,52.0
149376,856,1/6/2009,0.0,305,40.363566,-105.560066,True,2371.5664,52.0
70523,881,1/8/2009,0.0,320,40.363508,-105.560066,True,2370.5447,52.0
149434,856,1/8/2009,0.0,10,40.363466,-105.560066,True,2370.5447,52.0
149441,856,1/8/2009,0.0,330,40.363525,-105.560066,True,2371.5664,52.0
70570,881,1/9/2009,0.0,10,40.363558,-105.560066,True,2371.5664,52.0
70583,881,1/11/2009,0.0,290,40.363483,-105.560066,True,2370.5447,52.0
149508,856,1/11/2009,0.0,65,40.363491,-105.560066,True,2370.5447,52.0
149534,856,1/11/2009,0.0,275,40.363558,-105.560066,True,2371.5664,52.0
149543,856,1/12/2009,0.0,235,40.363516,-105.560066,True,2370.5447,52.0
149549,856,1/12/2009,0.0,20,40.363566,-105.560066,True,2371.5664,52.0
70643,881,1/13/2009,0.0,0,40.363475,-105.560066,True,2370.5447,52.0
149576,856,1/13/2009,0.0,160,40.363491,-105.560066,True,2370.5447,52.0
70648,881,1/14/2009,0.0,20,40.363383,-105.560066,True,2370.2002,52.0
70655,881,1/14/2009,0.0,135,40.3635,-105.560066,True,2370.5447,52.0
149648,856,1/16/2009,0.0,15,40.363508,-105.560066,True,2370.5447,52.0
149649,856,1/16/2009,0.0,235,40.363516,-105.560066,True,2370.5447,52.0
149667,856,1/16/2009,0.0,210,40.363533,-105.560066,True,2371.5664,52.0
70686,881,1/17/2009,0.0,275,40.363541,-105.560066,True,2371.5664,52.0
70690,881,1/18/2009,0.0,310,40.363383,-105.560066,True,2370.2002,52.0
149710,856,1/18/2009,0.0,180,40.363033,-105.560066,True,2367.5088,52.0
149723,856,1/18/2009,0.0,5,40.363491,-105.560066,True,2370.5447,52.0
149737,856,1/19/2009,0.0,125,40.363683,-105.560066,True,2372.2947,52.0
149761,856,1/19/2009,0.0,350,40.363441,-105.560066,True,2370.5447,52.0
70704,881,1/20/2009,0.0,345,40.3636,-105.560066,True,2371.5664,52.0
149810,856,1/21/2009,0.0,45,40.363566,-105.560066,True,2371.5664,52.0
149813,856,1/21/2009,0.0,355,40.3635,-105.560066,True,2370.5447,52.0
149823,856,1/21/2009,0.0,135,40.3636,-105.560066,True,2371.5664,52.0
149914,856,1/23/2009,0.0,20,40.363541,-105.560066,True,2371.5664,52.0
149920,856,1/23/2009,0.0,35,40.363466,-105.560066,True,2370.5447,52.0
149953,856,1/25/2009,0.0,180,40.363458,-105.560066,True,2370.5447,52.0
70752,881,1/26/2009,0.0,80,40.363458,-105.560066,True,2370.5447,52.0
70757,881,1/26/2009,0.0,220,40.363558,-105.560066,True,2371.5664,52.0
70789,881,1/28/2009,0.0,170,40.363375,-105.560066,True,2370.2002,52.0
150092,856,1/28/2009,0.0,270,40.363633,-105.560066,True,2372.2947,52.0
150193,856,1/31/2009,0.0,210,40.363408,-105.560066,True,2370.2002,52.0
150221,856,1/31/2009,0.0,0,40.363575,-105.560066,True,2371.5664,52.0
150266,856,2/2/2009,0.0,20,40.363483,-105.560066,True,2370.5447,52.0
150286,856,2/2/2009,0.0,325,40.363558,-105.560066,True,2371.5664,52.0
150358,856,2/4/2009,0.0,40,40.36355,-105.560066,True,2371.5664,52.0
150391,856,2/5/2009,0.0,155,40.3636,-105.560066,True,2371.5664,52.0
150403,856,2/5/2009,0.0,35,40.363533,-105.560066,True,2371.5664,52.0
150404,856,2/5/2009,0.0,200,40.363441,-105.560066,True,2370.5447,52.0
150450,856,2/7/2009,0.0,135,40.36355,-105.560066,True,2371.5664,52.0
150463,856,2/7/2009,0.0,25,40.363583,-105.560066,True,2371.5664,52.0
150501,856,2/8/2009,0.0,290,40.363558,-105.560066,True,2371.5664,52.0
70906,881,2/10/2009,0.0,345,40.363833,-105.560066,True,2372.637,52.0
150572,856,2/10/2009,0.0,110,40.363475,-105.560066,True,2370.5447,52.0
150573,856,2/10/2009,0.0,290,40.363525,-105.560066,True,2371.5664,52.0
150583,856,2/10/2009,0.0,30,40.363566,-105.560066,True,2371.5664,52.0
150584,856,2/10/2009,0.0,140,40.363541,-105.560066,True,2371.5664,52.0
150751,856,2/15/2009,0.0,245,40.36345,-105.560066,True,2370.5447,52.0
70982,881,2/16/2009,0.0,220,40.363375,-105.560066,True,2370.2002,52.0
150817,856,2/16/2009,0.0,90,40.3636,-105.560066,True,2371.5664,52.0
150857,856,2/18/2009,0.0,35,40.363433,-105.560066,True,2370.5447,52.0
150883,856,2/18/2009,0.0,70,40.363491,-105.560066,True,2370.5447,52.0
150933,856,2/19/2009,0.0,155,40.362925,-105.560066,True,2365.2705,52.0
71060,881,2/22/2009,0.0,170,40.363541,-105.560066,True,2371.5664,52.0
151146,856,2/24/2009,0.0,50,40.363541,-105.560066,True,2371.5664,52.0
151175,856,2/24/2009,0.0,70,40.363516,-105.560066,True,2370.5447,52.0
151180,856,2/24/2009,0.0,350,40.363641,-105.560066,True,2372.2947,52.0
71088,881,2/25/2009,0.0,40,40.363375,-105.560066,True,2370.2002,52.0
151204,856,2/25/2009,0.0,190,40.363566,-105.560066,True,2371.5664,52.0
151283,856,2/27/2009,0.0,45,40.363441,-105.560066,True,2370.5447,52.0
151329,856,2/28/2009,0.0,180,40.363383,-105.560066,True,2370.2002,52.0
151341,856,2/28/2009,0.0,350,40.3635,-105.560066,True,2370.5447,52.0
151364,856,2/28/2009,0.0,335,40.363483,-105.560066,True,2370.5447,52.0
151392,856,3/1/2009,0.0,130,40.363566,-105.560066,True,2371.5664,52.0
151404,856,3/1/2009,0.0,85,40.363541,-105.560066,True,2371.5664,52.0
71205,881,3/2/2009,0.0,5,40.363391,-105.560066,True,2370.2002,52.0
151420,856,3/2/2009,0.0,350,40.363566,-105.560066,True,2371.5664,52.0
151446,856,3/2/2009,0.0,215,40.363508,-105.560066,True,2370.5447,52.0
71230,881,3/3/2009,0.0,335,40.363391,-105.560066,True,2370.2002,52.0
151512,856,3/3/2009,0.0,330,40.363558,-105.560066,True,2371.5664,52.0
71238,881,3/4/2009,0.0,20,40.363516,-105.560066,True,2370.5447,52.0
151533,856,3/4/2009,0.0,350,40.363658,-105.560066,True,2372.2947,52.0
151565,856,3/5/2009,0.0,195,40.3634,-105.560066,True,2370.2002,52.0
151604,856,3/5/2009,0.0,345,40.363441,-105.560066,True,2370.5447,52.0
151728,856,3/8/2009,0.0,325,40.363658,-105.560066,True,2372.2947,52.0
71298,881,3/9/2009,0.0,110,40.363525,-105.560066,True,2371.5664,52.0
151812,856,3/10/2009,0.0,40,40.363325,-105.560066,True,2370.0088,52.0
151853,856,3/11/2009,0.0,50,40.36345,-105.560066,True,2370.5447,52.0
151854,856,3/11/2009,0.0,70,40.3635,-105.560066,True,2370.5447,52.0
71330,881,3/12/2009,0.0,315,40.363491,-105.560066,True,2370.5447,52.0
151911,856,3/12/2009,0.0,90,40.363508,-105.560066,True,2370.5447,52.0
71341,881,3/13/2009,0.0,235,40.363558,-105.560066,True,2371.5664,52.0
152007,856,3/14/2009,0.0,140,40.363516,-105.560066,True,2370.5447,52.0
152032,856,3/14/2009,0.0,5,40.363458,-105.560066,True,2370.5447,52.0
152092,856,3/16/2009,0.0,215,40.363516,-105.560066,True,2370.5447,52.0
152168,856,3/17/2009,0.0,235,40.363891,-105.560066,True,2372.8118,52.0
152302,856,3/20/2009,0.0,310,40.363625,-105.560066,True,2372.2947,52.0
152311,856,3/20/2009,0.0,325,40.363675,-105.560066,True,2372.2947,52.0
71450,881,3/22/2009,0.0,305,40.363508,-105.560066,True,2370.5447,52.0
152386,856,3/22/2009,0.0,45,40.363525,-105.560066,True,2371.5664,52.0
152433,856,3/23/2009,0.0,325,40.3635,-105.560066,True,2370.5447,52.0
152435,856,3/23/2009,0.0,320,40.363541,-105.560066,True,2371.5664,52.0
152451,856,3/23/2009,0.0,85,40.363316,-105.560066,True,2370.0088,52.0
152472,856,3/24/2009,0.0,310,40.363608,-105.560066,True,2371.5664,52.0
152499,856,3/24/2009,0.0,355,40.363516,-105.560066,True,2370.5447,52.0
152532,856,3/25/2009,0.0,310,40.363508,-105.560066,True,2370.5447,52.0
152538,856,3/25/2009,0.0,35,40.3634,-105.560066,True,2370.2002,52.0
152565,856,3/26/2009,0.0,150,40.363583,-105.560066,True,2371.5664,52.0
152571,856,3/26/2009,0.0,65,40.363575,-105.560066,True,2371.5664,52.0
71491,881,3/28/2009,0.0,300,40.363408,-105.560066,True,2370.2002,52.0
152668,856,3/28/2009,0.0,270,40.363566,-105.560066,True,2371.5664,52.0
152686,856,3/28/2009,0.0,355,40.363433,-105.560066,True,2370.5447,52.0
71514,881,3/29/2009,0.0,175,40.363533,-105.560066,True,2371.5664,52.0
71516,881,3/29/2009,0.0,5,40.363375,-105.560066,True,2370.2002,52.0
71518,881,3/29/2009,0.0,30,40.363425,-105.560066,True,2370.2002,52.0
152698,856,3/29/2009,0.0,210,40.363491,-105.560066,True,2370.5447,52.0
152707,856,3/29/2009,0.0,270,40.363575,-105.560066,True,2371.5664,52.0
152732,856,3/29/2009,0.0,95,40.363725,-105.560066,True,2372.593,52.0
71523,881,3/30/2009,0.0,175,40.363466,-105.560066,True,2370.5447,52.0
71528,881,3/30/2009,0.0,20,40.363491,-105.560066,True,2370.5447,52.0
71547,881,3/30/2009,0.0,210,40.363516,-105.560066,True,2370.5447,52.0
152743,856,3/30/2009,0.0,60,40.363516,-105.560066,True,2370.5447,52.0
71553,881,3/31/2009,0.0,35,40.363441,-105.560066,True,2370.5447,52.0
152826,856,3/31/2009,0.0,165,40.363675,-105.560066,True,2372.2947,52.0
152868,856,4/1/2009,0.0,240,40.36355,-105.560066,True,2371.5664,52.0
152874,856,4/1/2009,0.0,275,40.363666,-105.560066,True,2372.2947,52.0
152928,856,4/2/2009,0.0,335,40.363475,-105.560066,True,2370.5447,52.0
152976,856,4/3/2009,0.0,135,40.363475,-105.560066,True,2370.5447,52.0
152984,856,4/4/2009,0.0,5,40.363475,-105.560066,True,2370.5447,52.0
153015,856,4/4/2009,0.0,20,40.363408,-105.560066,True,2370.2002,52.0
153037,856,4/5/2009,0.0,250,40.363575,-105.560066,True,2371.5664,52.0
71701,881,4/6/2009,0.0,180,40.363491,-105.560066,True,2370.5447,52.0
71708,881,4/6/2009,0.0,210,40.363508,-105.560066,True,2370.5447,52.0
153075,856,4/6/2009,0.0,80,40.363516,-105.560066,True,2370.5447,52.0
153118,856,4/6/2009,0.0,30,40.363525,-105.560066,True,2371.5664,52.0
153142,856,4/7/2009,0.0,135,40.36355,-105.560066,True,2371.5664,52.0
153147,856,4/7/2009,0.0,350,40.36355,-105.560066,True,2371.5664,52.0
153153,856,4/7/2009,0.0,250,40.363516,-105.560066,True,2370.5447,52.0
153157,856,4/7/2009,0.0,40,40.363458,-105.560066,True,2370.5447,52.0
71782,881,4/8/2009,0.0,345,40.363458,-105.560066,True,2370.5447,52.0
146734,856,11/2/2008,0.0,35,40.363541,-105.560058,True,2371.5664,52.0
68008,881,11/3/2008,0.0,350,40.363583,-105.560058,True,2371.5664,52.0
68025,881,11/3/2008,0.0,270,40.36345,-105.560058,True,2370.5447,52.0
146751,856,11/3/2008,0.0,115,40.363425,-105.560058,True,2370.2002,52.0
146760,856,11/3/2008,0.0,285,40.363566,-105.560058,True,2371.5664,52.0
68095,881,11/8/2008,0.0,90,40.363333,-105.560058,True,2370.0088,52.0
68103,881,11/8/2008,0.0,225,40.363466,-105.560058,True,2370.5447,52.0
146824,856,11/8/2008,0.0,290,40.363641,-105.560058,True,2372.2947,52.0
146826,856,11/8/2008,0.0,20,40.363558,-105.560058,True,2371.5664,52.0
146833,856,11/8/2008,0.0,245,40.363558,-105.560058,True,2371.5664,52.0
146840,856,11/8/2008,0.0,40,40.36345,-105.560058,True,2370.5447,52.0
146858,856,11/8/2008,0.0,50,40.363575,-105.560058,True,2371.5664,52.0
146881,856,11/9/2008,0.0,0,40.363625,-105.560058,True,2372.2947,52.0
146886,856,11/9/2008,0.0,10,40.363741,-105.560058,True,2372.593,52.0
146910,856,11/9/2008,0.0,265,40.3636,-105.560058,True,2371.5664,52.0
68193,881,11/10/2008,0.0,220,40.363383,-105.560058,True,2370.2002,52.0
68200,881,11/10/2008,0.0,35,40.363475,-105.560058,True,2370.5447,52.0
68211,881,11/10/2008,0.0,45,40.36355,-105.560058,True,2371.5664,52.0
146932,856,11/10/2008,0.0,220,40.363441,-105.560058,True,2370.5447,52.0
146944,856,11/10/2008,0.0,185,40.363516,-105.560058,True,2370.5447,52.0
146960,856,11/10/2008,0.0,235,40.363516,-105.560058,True,2370.5447,52.0
68224,881,11/11/2008,0.0,45,40.363575,-105.560058,True,2371.5664,52.0
68240,881,11/11/2008,0.0,130,40.363475,-105.560058,True,2370.5447,52.0
68244,881,11/11/2008,0.0,25,40.363583,-105.560058,True,2371.5664,52.0
146967,856,11/11/2008,0.0,285,40.363483,-105.560058,True,2370.5447,52.0
68278,881,11/12/2008,0.0,35,40.363533,-105.560058,True,2371.5664,52.0
68302,881,11/12/2008,0.0,195,40.3636,-105.560058,True,2371.5664,52.0
68317,881,11/13/2008,0.0,60,40.363416,-105.560058,True,2370.2002,52.0
68336,881,11/13/2008,0.0,355,40.3636,-105.560058,True,2371.5664,52.0
68358,881,11/13/2008,0.0,320,40.363525,-105.560058,True,2371.5664,52.0
147072,856,11/13/2008,0.0,345,40.363158,-105.560058,True,2368.7356,52.0
147094,856,11/13/2008,0.0,290,40.363558,-105.560058,True,2371.5664,52.0
147097,856,11/13/2008,0.0,340,40.363575,-105.560058,True,2371.5664,52.0
147100,856,11/13/2008,0.0,175,40.363475,-105.560058,True,2370.5447,52.0
147104,856,11/13/2008,0.0,175,40.363475,-105.560058,True,2370.5447,52.0
68370,881,11/14/2008,0.0,355,40.363691,-105.560058,True,2372.2947,52.0
147108,856,11/14/2008,0.0,230,40.3635,-105.560058,True,2370.5447,52.0
68425,881,11/15/2008,0.0,235,40.363516,-105.560058,True,2370.5447,52.0
147165,856,11/15/2008,0.0,15,40.363491,-105.560058,True,2370.5447,52.0
68460,881,11/16/2008,0.0,50,40.36345,-105.560058,True,2370.5447,52.0
68469,881,11/16/2008,0.0,240,40.363466,-105.560058,True,2370.5447,52.0
147235,856,11/16/2008,0.0,140,40.363566,-105.560058,True,2371.5664,52.0
68574,881,11/18/2008,0.0,240,40.3635,-105.560058,True,2370.5447,52.0
68614,881,11/19/2008,0.0,235,40.363616,-105.560058,True,2372.2947,52.0
147348,856,11/19/2008,0.0,60,40.363516,-105.560058,True,2370.5447,52.0
147349,856,11/19/2008,0.0,15,40.363758,-105.560058,True,2372.593,52.0
147369,856,11/19/2008,0.0,290,40.363566,-105.560058,True,2371.5664,52.0
147386,856,11/19/2008,0.0,190,40.364166,-105.560058,True,2373.5244,52.0
68664,881,11/20/2008,0.0,225,40.363508,-105.560058,True,2370.5447,52.0
147412,856,11/20/2008,0.0,90,40.363458,-105.560058,True,2370.5447,52.0
147423,856,11/20/2008,0.0,345,40.363608,-105.560058,True,2371.5664,52.0
147429,856,11/20/2008,0.0,30,40.363358,-105.560058,True,2370.2002,52.0
68711,881,11/21/2008,0.0,355,40.363416,-105.560058,True,2370.2002,52.0
147452,856,11/21/2008,0.0,145,40.363575,-105.560058,True,2371.5664,52.0
147470,856,11/21/2008,0.0,215,40.363341,-105.560058,True,2370.2002,52.0
68755,881,11/22/2008,0.0,40,40.363508,-105.560058,True,2370.5447,52.0
68773,881,11/22/2008,0.0,45,40.363558,-105.560058,True,2371.5664,52.0
68778,881,11/22/2008,0.0,200,40.363583,-105.560058,True,2371.5664,52.0
68779,881,11/22/2008,0.0,40,40.363458,-105.560058,True,2370.5447,52.0
147496,856,11/22/2008,0.0,15,40.363525,-105.560058,True,2371.5664,52.0
